Timestamp,Source IP,Destination IP,Protocol,Packet Size (bytes),Flow Duration (s),Threat,Threat Type
2024-05-02 21:00:00,23.86.128.191,202.174.206.26,ICMP,288.22,5.34,No,
2024-05-02 22:00:00,249.200.220.235,15.205.96.151,ICMP,263.47,3.24,No,
2024-05-02 23:00:00,118.53.126.71,64.96.252.62,TCP,617.41,9.23,No,
2024-05-03 00:00:00,140.141.72.110,133.179.163.13,UDP,384.04,0.32,No,
2024-05-03 01:00:00,8.134.126.105,184.27.17.166,TCP,462.92,8.61,No,
2024-05-03 02:00:00,118.111.216.126,182.81.255.211,TCP,1067.58,9.66,No,
2024-05-03 03:00:00,45.246.158.168,229.237.23.30,TCP,670.24,2.47,No,
2024-05-03 04:00:00,250.131.237.195,230.199.56.96,UDP,51.7,3.9,No,
2024-05-03 05:00:00,28.48.229.6,16.154.182.188,UDP,236.07,4.25,No,
2024-05-03 06:00:00,184.85.121.195,199.141.149.5,ICMP,1060.52,8.94,No,
2024-05-03 07:00:00,211.178.88.66,4.127.84.254,ICMP,28.84,2.76,No,
2024-05-03 08:00:00,199.203.151.28,123.35.114.212,TCP,1412.53,7.8,No,
2024-05-03 09:00:00,5.90.197.196,198.27.40.215,UDP,400.99,3.31,No,
2024-05-03 10:00:00,181.88.245.225,144.168.168.120,ICMP,1489.92,2.13,No,
2024-05-03 11:00:00,57.107.79.65,65.15.168.83,ICMP,1478.84,3.92,No,
2024-05-03 12:00:00,99.237.179.222,186.96.186.223,ICMP,649.25,5.53,No,
2024-05-03 13:00:00,214.124.224.202,150.161.159.144,UDP,606.62,4.3,No,
2024-05-03 14:00:00,29.131.144.152,192.212.224.29,UDP,1468.96,2.44,No,
2024-05-03 15:00:00,219.171.90.214,53.228.43.174,TCP,218.14,5.67,No,
2024-05-03 16:00:00,242.107.26.81,31.71.2.189,UDP,30.86,5.52,No,
2024-05-03 17:00:00,33.142.4.168,179.94.53.75,ICMP,909.65,8.98,No,
2024-05-03 18:00:00,13.58.24.39,213.212.187.158,TCP,546.25,6.67,No,
2024-05-03 19:00:00,12.197.107.249,217.178.117.12,UDP,1460.78,0.18,No,
2024-05-03 20:00:00,118.94.137.112,139.96.31.113,UDP,320.51,3.69,No,
2024-05-03 21:00:00,100.26.118.202,231.68.60.131,TCP,1351.38,2.29,No,
2024-05-03 22:00:00,219.41.30.180,48.125.118.175,TCP,911.11,7.71,No,
2024-05-03 23:00:00,127.241.83.81,234.201.245.48,ICMP,570.78,4.53,No,
2024-05-04 00:00:00,82.69.224.86,57.77.15.4,ICMP,1059.48,0.69,No,
2024-05-04 01:00:00,15.228.222.3,243.42.196.239,ICMP,43.32,4.91,No,
2024-05-04 02:00:00,10.25.38.24,161.195.19.132,UDP,438.96,4.84,No,
2024-05-04 03:00:00,234.74.30.124,168.205.6.235,TCP,473.04,6.66,No,
2024-05-04 04:00:00,64.200.226.22,162.227.164.195,TCP,1378.7,9.94,No,
2024-05-04 05:00:00,38.81.48.52,235.116.169.197,ICMP,1107.81,4.74,No,
2024-05-04 06:00:00,83.86.190.230,255.99.43.12,ICMP,705.08,5.53,No,
2024-05-04 07:00:00,95.117.30.208,248.98.37.90,TCP,90.55,7.93,No,
2024-05-04 08:00:00,67.156.120.178,214.86.84.15,UDP,1218.17,8.98,No,
2024-05-04 09:00:00,3.236.198.82,27.30.245.47,TCP,208.42,1.38,No,
2024-05-04 10:00:00,34.24.229.149,178.207.185.196,ICMP,600.24,8.19,No,
2024-05-04 11:00:00,146.100.165.26,120.182.123.7,ICMP,295.94,1.6,No,
2024-05-04 12:00:00,116.51.195.142,157.0.94.104,TCP,62.62,1.37,No,
2024-05-04 13:00:00,167.57.102.126,190.68.122.181,ICMP,1269.32,6.48,No,
2024-05-04 14:00:00,175.38.221.58,163.31.30.154,TCP,691.76,9.31,No,
2024-05-04 15:00:00,226.43.191.219,99.115.192.45,TCP,304.96,8.84,No,
2024-05-04 16:00:00,175.208.221.143,7.115.246.131,ICMP,1458.22,1.22,No,
2024-05-04 17:00:00,20.114.133.204,250.21.73.10,TCP,171.43,9.45,No,
2024-05-04 18:00:00,16.96.232.109,244.136.188.133,TCP,1374.98,5.66,No,
2024-05-04 19:00:00,149.141.255.162,121.109.228.193,TCP,875.98,9.67,No,
2024-05-04 20:00:00,125.34.102.202,46.108.30.35,TCP,95.55,0.28,No,
2024-05-04 21:00:00,97.50.134.26,183.62.173.199,ICMP,86.58,3.98,No,
2024-05-04 22:00:00,230.83.67.17,245.180.160.172,ICMP,468.36,0.18,No,
2024-05-04 23:00:00,36.242.132.251,133.233.120.211,UDP,1125.69,6.23,No,
